track_name,release_year,popularity,energy,danceability,valence,tempo,artist_name
Naked In The Rain,1987,26,0.738,0.246,0.345,182.592,Dio
Fuego de Dios,2006,37,0.401,0.389,0.039,142.022,Hillsong en Español
Bow Down,1996,52,0.455,0.892,0.473,92.885,Westside Connection
Ada Qatil Nazar Barke-Bala,1964,4,0.469,0.516,0.555,101.011,Asha Bhosle
Um Degrau na Escada - Ao Vivo,2014,58,0.727,0.66,0.623,140.075,Leonardo
Our Love Is Here To Stay,1991,59,0.0968,0.39,0.135,68.768,Natalie Cole
New York,2017,53,0.241,0.776,0.592,173.079,Trettmann
Give Yourself to Jesus,1972,31,0.198,0.378,0.294,115.917,Aretha Franklin
"Sunday Morning Coming Down - Live at Ryman Auditorium, Nashville, TN - July 1970",1970,55,0.472,0.392,0.808,78.93,Johnny Cash
Ride A White Swan,1970,45,0.541,0.328,0.735,149.19,T. Rex
Celos,2008,55,0.704,0.913,0.972,132.017,Fanny Lu
Mi Aliento,2004,42,0.527,0.73,0.632,84.017,Los Cafres
Pressure's On,1994,25,0.389,0.107,0.309,183.225,James
Любимая песня твоей сестры,2018,53,0.725,0.452,0.603,179.96,Poshlaya Molly
"You Just Haven't Earned It Yet, Baby",1987,45,0.93,0.539,0.699,143.523,The Smiths
Mother & Father,2014,40,0.862,0.617,0.472,86.981,Broods
"Preludium As-Dur (After Chopin's Prelude, Op. 28 No. 17)",1978,10,0.31,0.451,0.095,147.057,Frédéric Chopin
Benden Öte Benden Ziyade,1995,37,0.136,0.62,0.221,97.868,Barış Manço
Wannsee,2017,58,0.536,0.642,0.392,156.048,Die Toten Hosen
No Matter What,1998,65,0.417,0.704,0.532,92.726,Boyzone
Now I'm Here - Remastered 2011,1981,21,0.775,0.484,0.48,132.553,Queen
Meus bons amigos,1990,46,0.698,0.636,0.628,95.891,Barão Vermelho
It's a Miracle,1992,37,0.0592,0.277,0.0463,118.904,Roger Waters
The Angel,1973,33,0.0888,0.428,0.187,98.158,Bruce Springsteen
Jump In The Fire (Remastered),1983,37,0.911,0.29,0.658,178.636,Metallica
Sábado,1991,43,0.552,0.82,0.771,100.277,Divididos
恋唄,2002,35,0.758,0.714,0.673,92.997,MISIA
Into Each Life Some Rain Must Fall,1963,24,0.499,0.462,0.855,79.552,Ella Fitzgerald
"Fight Fire With Fire - Live At The Hollywood Palladium, Los Angeles, CA / March 10th, 1985",1984,33,0.943,0.212,0.192,176.997,Metallica
Megha Re Megha Re,1981,14,0.46,0.358,0.582,83.725,Lata Mangeshkar
Here,1992,41,0.401,0.521,0.294,92.465,Pavement
Stella gemella,1996,37,0.529,0.693,0.652,142.026,Eros Ramazzotti
Family Man,1982,48,0.651,0.766,0.898,131.487,Daryl Hall & John Oates
Por Ti Cambiaré,2008,35,0.773,0.636,0.691,92.282,La Nueva Luna
Marilyn Monroe,2014,54,0.59,0.881,0.62,117.307,Pharrell Williams
001 - und der Super-Papagei - Teil 22,1979,39,0.381,0.81,0.714,115.075,Die drei ???
Rosa María,2002,22,0.864,0.62,0.83,162.832,Rumba 7
The Sun in the Stream - 2009 Remaster,1987,51,0.243,0.0829,0.048,84.055,Enya
Godsent,2019,53,0.158,0.351,0.2,180.182,Ben&Ben
Angel Caido,2013,42,0.487,0.394,0.22,145.568,Malú
Helaf El Amar,2008,38,0.518,0.433,0.723,120.935,George Wassouf
Cabeça De Bagre II / Sample: Baby Elephant Walk (Instrumental),1995,46,0.799,0.66,0.845,138.064,Mamonas Assassinas
We'll Be A Dream (feat. Demi Lovato),2009,51,0.702,0.434,0.15,159.94,We The Kings
"21st Century Schizoid Man - Including ""Mirrors""",1969,59,0.701,0.365,0.558,93.477,King Crimson
Sueltate (feat. Cruzito),2016,45,0.659,0.82,0.724,95.038,R.K.M & Ken-Y
Rollercoaster,2014,67,0.79,0.421,0.279,162.024,Bleachers
Ever Since New York,2017,70,0.537,0.389,0.383,127.964,Harry Styles
バトルクライ,1999,27,0.886,0.428,0.558,139.039,BUMP OF CHICKEN
Sisters Are Doin' It for Themselves,1991,39,0.771,0.672,0.962,136.773,Eurythmics
In The Woods Somewhere,2014,54,0.426,0.354,0.185,98.062,Hozier
Adhiya,2020,66,0.758,0.753,0.794,92.063,Karan Aujla
Düşünmek İçin Vaktin Var,2013,40,0.719,0.648,0.4,171.97,Sagopa Kajmer
Hall Of Mirrors,1987,33,0.945,0.693,0.888,112.901,Siouxsie and the Banshees
Así Fue,2008,55,0.639,0.647,0.356,114.092,Playa Limbo
The Touch Of Your Lips,1965,32,0.0594,0.383,0.0639,109.213,Chet Baker
Hatırlasana,1990,18,0.391,0.598,0.619,115.213,Barış Manço
In My Darkest Hour - Remastered,1988,59,0.978,0.322,0.271,112.878,Megadeth
Não Era Pra Ser Assim,2003,44,0.695,0.698,0.716,95.825,Zezé Di Camargo & Luciano
Young Man Blues - Live,1970,31,0.926,0.27,0.408,181.14,The Who
Out of the Blue,1999,54,0.475,0.604,0.381,80.088,Michael Learns To Rock
O Jaana,2003,42,0.876,0.625,0.767,92.049,Udit Narayan
Con Le Buone,1996,24,0.708,0.911,0.826,92.077,Articolo 31
On The Sidewalks Of New York,1963,21,0.572,0.547,0.912,96.401,Nat King Cole
Irene,1973,19,0.151,0.542,0.671,121.754,Francesco De Gregori
To My Love - Tainy Remix,2016,70,0.59,0.764,0.281,99.996,Bomba Estéreo
Shame on the Night,1983,34,0.65,0.487,0.347,121.395,Dio
Little Wing,1992,44,0.444,0.354,0.372,133.054,Skid Row
Impaciencia,1990,19,0.672,0.673,0.778,90.905,Gilberto Santa Rosa
Automobile,1991,46,0.454,0.827,0.664,115.505,N.W.A.
Be In The Moment (ASOT 850 Anthem) - Allen Watts Remix,2018,6,0.885,0.529,0.218,137.964,Armin van Buuren
Aur Is Dil Mein - Duet,1987,31,0.668,0.498,0.642,87.518,Suresh Wadkar
Too Much,2013,60,0.565,0.668,0.142,140.489,Drake
Nasha Yeh Pyar Ka - Remix,1999,27,0.827,0.711,0.496,180.034,Udit Narayan
Tout le monde,2002,39,0.254,0.492,0.131,135.662,Carla Bruni
Interés Cuanto Valés,1985,15,0.85,0.651,0.944,91.944,Grupo Niche
To by było na tyle,2016,39,0.556,0.722,0.407,95.743,Taco Hemingway
San Lunes,2012,53,0.496,0.738,0.886,146.056,Edwin Luna y La Trakalosa de Monterrey
I Want You Back,1969,77,0.538,0.469,0.886,196.605,The Jackson 5
O Priya Priya,1990,36,0.519,0.277,0.363,149.13,Anuradha Paudwal
Jopay (2014 Version),2014,55,0.894,0.452,0.501,140.02,Mayonnaise
Viva La Vida,2012,48,0.442,0.589,0.515,137.983,David Garrett
Jag kommer,2011,60,0.867,0.572,0.863,151.076,Veronica Maggio
Lubov Zavinagi - Greek Song,1988,3,0.729,0.619,0.811,103.918,Kichka Bodurova (Кичка Бодурова)
Nobody But You (Duet with Gwen Stefani),2019,72,0.653,0.463,0.233,143.912,Blake Shelton
All in Love Is Fair,1974,27,0.266,0.263,0.0712,84.469,Barbra Streisand
Luz De Luna,2005,51,0.534,0.569,0.595,107.635,Luis Miguel
Bless The Child,2002,46,0.858,0.544,0.267,121.971,Nightwish
Have You Ever Seen the Rain?,1990,42,0.748,0.685,0.94,118.323,Joan Jett & The Blackhearts
I Want,2012,64,0.814,0.674,0.491,128.092,One Direction
Khel Mandiyala Valvanti Ghai,1973,11,0.61,0.243,0.576,84.899,Lata Mangeshkar
The Break In (Police Shoot Big),1972,35,0.221,0.599,0.161,68.221,Marvin Gaye
Get,2011,36,0.688,0.337,0.31,124.212,SIX60
Rock Fever,1982,22,0.829,0.334,0.698,159.988,Rainbow
Te Iré a Buscar,2010,54,0.743,0.735,0.964,174.035,Farruko
"Battery (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",1986,30,0.986,0.312,0.152,95.861,Metallica
009 - und die rätselhaften Bilder - Teil 04,1979,39,0.72,0.701,0.607,97.935,Die drei ???
Domitila,1990,16,0.718,0.795,0.871,108.975,Gian Marco
Je vous ai bien eus,1976,17,0.277,0.436,0.455,95.938,Michel Sardou
Cream - Without Rap Monologue,1991,53,0.591,0.852,0.826,115.592,Prince
Faith,1997,62,0.781,0.428,0.709,93.244,Limp Bizkit
Single,2015,67,0.492,0.249,0.34,54.134,The Neighbourhood
Swing Low Sweet Cherrio,1969,20,0.645,0.389,0.673,115.887,Alice Cooper
Takkan Pernah Menyesal,2002,29,0.329,0.265,0.414,163.372,Sheila On 7
El Paso Del Mulo,1974,23,0.627,0.711,0.97,115.385,Celia Cruz
Gün Gibi,2007,30,0.76,0.733,0.705,85.01,Tarkan
Mr. Suave,2003,45,0.745,0.446,0.567,136.599,Parokya Ni Edgar
Te Conozco - New Version,1992,40,0.574,0.63,0.35,155.936,Ricardo Arjona
Why Does It Always Rain On Me?,1999,64,0.537,0.497,0.371,108.448,Travis
Bombos y Tarolas,2011,67,0.652,0.896,0.791,87.975,Cartel De Santa
Faça Morada,2013,53,0.596,0.305,0.354,129.991,Kemuel
Amakakeru Ryu No Hirameki,2009,33,0.497,0.456,0.273,113.582,Silent Sanctuary
Highway to Hell - Live - 1991,1992,40,0.982,0.491,0.309,120.323,AC/DC
He's the Greatest Dancer,2007,57,0.816,0.7,0.838,113.244,Sister Sledge
"Cello Suite No. 3 in C Major, BWV 1009: IV. Sarabande",1983,33,0.0336,0.12,0.135,84.486,Johann Sebastian Bach
Chasin' You,2018,79,0.591,0.631,0.489,97.074,Morgan Wallen
Cocaine Model,2014,43,0.706,0.786,0.313,120.011,ZHU
María Lionza,1978,38,0.621,0.525,0.849,86.3,Willie Colón
No Shelter,1998,48,0.837,0.598,0.467,99.42,Rage Against The Machine
Rude (Acoustic),2014,57,0.846,0.738,0.891,144.007,MAGIC!
Pogo,1998,36,0.796,0.584,0.678,159.924,Patricio Rey y sus Redonditos de Ricota
En Esta Primavera,1987,27,0.473,0.504,0.802,128.558,Juan Gabriel
Steal You Away (Mix Cut) - Original Mix,2013,9,0.792,0.681,0.477,129.982,Dash Berlin
Que No Me Da La Gana,1997,22,0.806,0.742,0.964,167.87,Gilberto Santa Rosa
Way Back into Love,2009,39,0.46,0.708,0.509,101.958,Toni Gonzaga
Coração Vagabundo,1986,26,0.134,0.557,0.205,126.497,Caetano Veloso
To Go Beyond (II) - 2009 Remaster,1987,34,0.276,0.129,0.0521,92.208,Enya
Crazy,2019,42,0.762,0.765,0.444,114.975,Lost Frequencies
Fue una Noche de Verano,2011,46,0.558,0.612,0.67,112.042,Leo Dan
089 - Tödliche Spur - Teil 01,2000,37,0.627,0.567,0.64,153.568,Die drei ???
"Corazón, Corazón",1958,24,0.162,0.585,0.641,81.752,José Alfredo Jimenez
Sure,1995,40,0.841,0.69,0.836,91.152,Take That
Two Tribes,1984,58,0.621,0.54,0.195,130.202,Frankie Goes To Hollywood
Bella,2015,44,0.922,0.783,0.949,100.05,Kendji Girac
Fantasmita - Remix,2019,64,0.87,0.707,0.801,173.938,Casper Magico
She Lies In The Morning - 2017 Remaster,1970,10,0.474,0.291,0.569,167.795,Ten Years After
Rebels - Live At The Wiltern/1985,1985,22,0.65,0.229,0.494,140.983,Tom Petty and the Heartbreakers
Estoy bien,2012,48,0.711,0.6,0.227,138.796,Zona Ganjah
Deserve You,2021,82,0.633,0.677,0.409,89.934,Justin Bieber
Boys Keep Swinging - 2017 Remaster,1979,44,0.69,0.475,0.908,122.628,David Bowie
A Woman Left Lonely,1971,44,0.398,0.327,0.24,149.63,Janis Joplin
El talismán,1996,47,0.573,0.778,0.774,146.073,Rosana
Para Que Digladiar,1981,21,0.43,0.734,0.636,90.955,Jorge Ben Jor
PUFF PUFF PUFF,2020,63,0.595,0.765,0.737,136.963,Gambi
Shorty Be Mine,2005,45,0.608,0.704,0.714,136.068,Pretty Ricky
Altas Horas,2010,42,0.546,0.577,0.933,90.766,Grupo Revelação
Quiero Volver,2018,60,0.83,0.672,0.774,172.104,TINI
Sag Mir Was Du Willst,2020,63,0.655,0.747,0.671,95.01,Clueso
Aaja Piya Tohe Pyar Doon,1967,15,0.29,0.603,0.581,110.34,Lata Mangeshkar
La Bambola,2004,35,0.47,0.632,0.865,125.987,Los Iracundos
Don't Walk Away,1990,34,0.754,0.557,0.591,111.67,Firehouse
Restless and Wild,1982,37,0.855,0.429,0.602,145.273,Accept
Quality Time,1990,31,0.674,0.644,0.656,155.907,Hi-Five
Guía Para la Acción,2008,41,0.9,0.765,0.727,92.012,Canserbero
Lassie Come Home,1991,32,0.485,0.489,0.0725,148.19,Alphaville
Cobarde,2010,49,0.861,0.201,0.151,168.999,Enjambre
Mera Jahan,2007,41,0.295,0.513,0.412,144.909,Adnan Sami
Medicated (feat. Chevy Woods & Juicy J),2012,62,0.888,0.752,0.958,135.991,Wiz Khalifa
"Death On Two Legs - Live, European Tour / 1979",1979,29,0.761,0.343,0.35,137.11,Queen
El Gran Desfile,2008,38,0.738,0.723,0.94,124.002,Los Pericos
Cherish,1989,50,0.685,0.703,0.963,131.842,Madonna
I've Got My Love To Keep Me Warm,1957,30,0.427,0.523,0.784,110.577,Ella Fitzgerald
Zindagi Ban Gaye Ho Tum,2001,39,0.797,0.363,0.735,77.67,Alka Yagnik
0025 - und die singende Schlange - Teil 03,1981,36,0.378,0.677,0.739,144.406,Die drei ???
"El Ruiseñor, el Amor y la Muerte",2018,45,0.577,0.583,0.446,80.001,Indio Solari y los Fundamentalistas del Aire Acondicionado
Querida,1987,28,0.352,0.342,0.435,175.968,Juan Gabriel
The Hanging Tree,1977,27,0.646,0.617,0.345,128.843,Uriah Heep
Luz Do Sol - Ao Vivo,1971,21,0.621,0.386,0.579,130.021,Gal Costa
Mean To Me,1961,16,0.125,0.608,0.543,102.621,Dean Martin
55 jours 55 nuits,1992,19,0.501,0.66,0.499,95.007,Michel Sardou
Story,2009,32,0.882,0.599,0.774,158.096,Kana Nishino
Helicopter,2005,60,0.954,0.47,0.412,170.1,Bloc Party
Alberta #2,1970,25,0.439,0.531,0.668,81.585,Bob Dylan
Whatever - Remastered,1994,61,0.902,0.252,0.306,91.474,Oasis
"15 Inventions: No. 13 in A Minor, BWV 784",1956,8,0.19,0.256,0.936,149.118,Johann Sebastian Bach
Adagio For Strings,2004,38,0.936,0.6,0.205,140.021,Tiësto
I Was Telling Her About You,1964,15,0.357,0.232,0.222,96.914,Marvin Gaye
Let Me In,1966,29,0.625,0.415,0.728,79.474,Jefferson Airplane
Ritual,1987,24,0.363,0.53,0.547,142.618,Cazuza
Prudente - Ao Vivo,2019,61,0.73,0.763,0.705,135.099,Thiaguinho
Ah-Ah / O-No,1972,50,0.743,0.597,0.965,95.456,Willie Colón
It's Not Right but It's Okay - Thunderpuss Mix/Remastered: 2000,2006,60,0.944,0.735,0.76,129.994,Whitney Houston
Guerra Fria (feat. Jorge & Mateus),2013,53,0.433,0.609,0.384,132.877,Sorriso Maroto
A Call to Arms - Live 1988; 2014 Remastered,1988,4,0.826,0.478,0.381,81.378,Mike & The Mechanics
Mentirosos,1999,38,0.328,0.62,0.628,100.985,Alejandro Fernández
"Hallelujah, I Love Her So",1957,64,0.547,0.696,0.623,73.203,Ray Charles
Metal Warriors,1992,48,0.797,0.571,0.243,101.003,Manowar
Cherish,1967,29,0.274,0.393,0.317,117.128,Nina Simone
Por Ti Aprendi A Querer - Versión Con Banda,1959,8,0.188,0.165,0.123,60.853,Javier Solís
Rompe,2021,2,0.806,0.687,0.534,176.064,Daddy Yankee
Survival a.k.a. Black Survivors,1999,46,0.785,0.854,0.683,93.362,Bob Marley & The Wailers
Before Night Falls,1989,26,0.35,0.624,0.117,114.269,Peter Gabriel
Petite,1988,17,0.477,0.575,0.357,102.954,Renaud
Sixtyniner,1995,40,0.431,0.509,0.178,178.161,Boards of Canada
U Don't Have to Call,2001,60,0.568,0.793,0.806,100.005,Usher
Roll Up,2011,38,0.805,0.523,0.602,125.358,Wiz Khalifa
Não Há Dinheiro Que Pague - Versão remasterizada,1968,28,0.417,0.505,0.901,101.098,Roberto Carlos
Apartheid,1977,26,0.631,0.9,0.709,140.376,Peter Tosh
The Day Begins - Remastered 2017,1967,31,0.175,0.156,0.0877,79.785,The Moody Blues
Not Listening,2004,53,0.961,0.382,0.393,164.106,Papa Roach
World of Madness - Defqon.1 Anthem 2012,2017,6,0.972,0.512,0.268,149.993,Headhunterz
The Reason,2020,6,0.671,0.474,0.0682,82.94,Hoobastank
Uma Thurman,2015,70,0.962,0.623,0.676,149.963,Fall Out Boy
Gulacha Ganpati,1953,7,0.112,0.466,0.497,93.33,Asha Bhosle
Galou Hasni met,1990,38,0.664,0.678,0.461,136.748,Cheb Hasni
Do Mundo Nada Se Leva - Ao Vivo,2008,41,0.613,0.72,0.73,124.876,Milionário & José Rico
Must Be The Ganja,2009,56,0.801,0.728,0.794,82.657,Eminem
"Piano Concerto in A Minor, Op. 54: III. Allegro vivace",1953,1,0.11,0.294,0.23,76.312,Robert Schumann
いま愛を語ろう,2002,29,0.777,0.667,0.741,88.299,ARASHI
Brighton Rock Solo - Live At Wembley Stadium / July 1986,1992,37,0.9,0.259,0.159,148.337,Queen
"Wagner: Tristan und Isolde, WWV 90, Act 1 Scene 2: ""Hab acht, Tristan! Botschaft von Isolde"" (Kurwenal, Tristan, Brangäne)",1953,4,0.159,0.247,0.0488,80.282,Richard Wagner
Hail Caesar,1995,45,0.639,0.475,0.656,125.167,AC/DC
"Twist (From ""Love Aaj Kal"")",2009,44,0.944,0.721,0.728,109.014,Neeraj Shridhar
Free Advice,1967,27,0.58,0.535,0.792,113.366,The Mamas & The Papas
From out of Nowhere,1989,38,0.989,0.276,0.0862,161.183,Faith No More
Il nous faudra parler d'amour un jour,1982,13,0.599,0.368,0.339,124.628,Johnny Hallyday
At Your Side,2000,38,0.819,0.587,0.536,135.432,The Corrs
No Time,1996,42,0.814,0.627,0.799,90.42,Lil' Kim
Dil Mein Aag Lagaye,1985,23,0.529,0.501,0.631,81.009,Lata Mangeshkar
Rachel,1974,16,0.235,0.655,0.256,80.747,Seals and Crofts
Abracadabra,2010,37,0.643,0.85,0.481,133.998,Booba
Talking Shit About a Pretty Sunset,1996,43,0.714,0.473,0.31,138.347,Modest Mouse
B**ches & iLke,2013,18,0.624,0.875,0.67,103.0,"Rudi, Duli, Muden & Kukusheff"
Ballad of Hollis Brown - Witmark Demo - 1962,1963,17,0.163,0.612,0.573,110.326,Bob Dylan
Oxy Cotton,2003,61,0.578,0.816,0.265,148.077,Lil Wyte
Coragem Pra Suportar,1968,20,0.362,0.484,0.491,128.594,Gilberto Gil
Sunn Raha Hai,2013,62,0.641,0.394,0.335,81.932,Ankit Tiwari
"Alcina, HWV 34 / Act 1: Di te mi rido, semplice stolto - Live",1959,2,0.433,0.439,0.646,128.965,George Frideric Handel
Çıkartacaksın,2006,42,0.641,0.424,0.348,130.429,Serdar Ortaç
Epilogue,1981,35,0.567,0.147,0.275,138.563,Electric Light Orchestra
Repeat Until Death,2018,67,0.15,0.233,0.0875,143.887,Novo Amor
Mona Bone Jakon,1970,28,0.403,0.365,0.515,165.278,Yusuf / Cat Stevens
Garoto de Aluguel (Taxi Boy),1979,21,0.379,0.415,0.428,82.766,Zé Ramalho
Mujer Divina (with Adrián Dárgelos),2012,50,0.577,0.764,0.82,109.951,Natalia Lafourcade
Haste Que El Cuerpo Aguante,2000,62,0.812,0.564,0.616,95.969,Mägo de Oz
FROM YOUTH TO DEATH,2012,37,0.962,0.51,0.522,99.889,MAN WITH A MISSION
Viva Las Vegas,1968,59,0.567,0.608,0.861,144.034,Elvis Presley
Así Soy Yo,2005,53,0.975,0.493,0.876,165.939,RBD
002 - und der Phantomsee - Teil 25,1979,41,0.41,0.692,0.854,117.852,Die drei ???
Always,1994,46,0.731,0.596,0.308,103.027,Erasure
Tommy Can You Hear Me?,1969,27,0.366,0.632,0.882,125.714,The Who
(Don't Fear) The Reaper,1976,77,0.927,0.333,0.385,141.466,Blue Öyster Cult
Tumse Dur Rehke - Adalat / Soundtrack Version,2006,30,0.684,0.371,0.48,74.873,Lata Mangeshkar
Make It Wit Chu,2007,47,0.812,0.704,0.572,91.981,Queens of the Stone Age
People Help the People,2011,48,0.308,0.407,0.153,73.254,Birdy
Kung Mawawala Ka,2007,48,0.383,0.527,0.151,124.137,Ogie Alcasid
Loca,2017,58,0.435,0.916,0.619,122.043,Rels B
On the River,2017,66,0.39,0.865,0.105,139.996,Young Dolph
Stars On The Water,2001,47,0.556,0.608,0.574,127.304,George Strait
Twenty Years,2007,9,0.671,0.416,0.166,110.168,Something For Kate
Prends ma vie,1974,15,0.565,0.33,0.454,70.374,Johnny Hallyday
Hipodili,1999,5,0.859,0.258,0.373,92.166,Hipodil
My Fault?,1973,25,0.333,0.327,0.166,73.022,Ennio Morricone
"A State Of Trance (ASOT 996) - Previous Tunes Of The Year, Pt. 2",2020,14,0.58,0.687,0.848,129.043,Armin van Buuren
On the Beach,1988,54,0.728,0.735,0.96,127.97,Chris Rea
Money For Nothing - Live Version,1993,43,0.94,0.382,0.556,139.029,Dire Straits
Corner Pocket (aka Until I Met You),1961,17,0.388,0.563,0.604,146.497,Duke Ellington
Soy,1978,18,0.178,0.56,0.468,79.53,Julio Iglesias
Violets For Your Furs - Remastered,1954,26,0.161,0.374,0.227,111.561,Frank Sinatra
Kasthuriman Kurunne,1984,9,0.299,0.427,0.825,160.544,S. Janaki
oh 9od - feat. Nayt,2019,54,0.714,0.761,0.737,143.016,tha Supreme
Wired to the Moon,1984,28,0.602,0.774,0.804,121.107,Chris Rea
"Piano Concerto No. 5 in D Major, K. 175: III. Allegro",1976,21,0.152,0.302,0.457,135.301,Wolfgang Amadeus Mozart
(Nice To Meet You) Anyway - Stripped Version,2004,36,0.241,0.562,0.278,73.686,Gavin DeGraw
Sorry For Party Rocking,2010,49,0.877,0.6,0.55,133.998,LMFAO
Un Paarvaiyil,2006,38,0.623,0.812,0.581,95.038,Karthik
تناديك,2018,46,0.776,0.364,0.728,138.44,Rashed Al-Majed
See U Later,2018,61,0.926,0.74,0.571,106.987,BLACKPINK
Love Action (I Believe In Love),1981,54,0.588,0.702,0.728,121.738,The Human League
Steirerbluat is koa Himbeersaft,1997,18,0.795,0.703,0.885,119.473,AlpenRebellen
Never Enough,2007,54,0.964,0.536,0.276,126.084,Five Finger Death Punch
La Ciudad Ardió,1991,38,0.641,0.521,0.585,94.403,Alejandra Guzman
Ganpat,2007,42,0.79,0.773,0.656,100.005,Mika Singh
Music,1975,18,0.462,0.366,0.685,137.895,R. D. Burman
079 - Im Bann des Voodoo - Teil 37,1998,34,0.395,0.741,0.584,88.458,Die drei ???
Engadi Porandha,2013,39,0.647,0.802,0.84,92.963,Anirudh Ravichander
Unakaga,2019,56,0.414,0.58,0.27,136.93,A.R. Rahman
Golden (Remastered),2015,29,0.555,0.751,0.609,100.05,Jill Scott
Mother,1971,16,0.273,0.226,0.103,120.85,Barbra Streisand
Babygirl,2019,63,0.669,0.747,0.755,89.575,Shindy
"Partita No. 2 in D Minor, BWV 1004: I. Allemande",1954,5,0.143,0.354,0.971,73.897,Johann Sebastian Bach
בלילה,2013,39,0.476,0.311,0.211,179.426,Idan Raichel
Mickey Maousse,1981,20,0.343,0.854,0.911,148.236,Serge Gainsbourg
A Kind Of Magic - Remastered 2011,1986,70,0.776,0.67,0.703,130.128,Queen
Taala Akolak,1955,4,0.409,0.43,0.557,139.538,Abdel Halim Hafez
奏(かなで),2004,63,0.666,0.519,0.461,149.839,Sukima Switch
Du willst mich küssen,1987,42,0.657,0.714,0.479,103.053,Die Ärzte
"Verdi : La forza del destino : Act 2 ""Son giunta!... grazie a Dio"" [Leonora]",1942,0,0.13,0.475,0.208,71.327,Giuseppe Verdi
魔法の扉,2004,27,0.0973,0.473,0.156,98.939,Joe Hisaishi
Habaitak Ta Neseet Al Naoum,2006,39,0.535,0.342,0.414,143.416,Fairuz
Rape Me,1993,67,0.746,0.42,0.229,111.886,Nirvana
Al Senin Olsun,1983,31,0.56,0.391,0.437,137.743,Orhan Gencebay
No Te Animás A Despegar,1984,41,0.464,0.512,0.0387,64.889,Charly García
American Dream,2012,51,0.764,0.556,0.465,122.84,MKTO
WACHA,2021,80,0.634,0.737,0.528,94.927,KHEA
Ilamai Kopluvi Rukkum,1962,8,0.317,0.672,0.924,134.168,P. Susheela
Deeper and Deeper,1992,40,0.818,0.659,0.39,119.943,Madonna
These Foolish Things,1962,12,0.137,0.536,0.279,119.144,Chet Baker
ONE LOVE,2018,43,0.63,0.87,0.87,76.021,GONE.Fludd
"Majestuoso, Poderoso",1991,34,0.13,0.335,0.0975,110.957,Marcos Witt
Un charquito de estrellas,1997,42,0.684,0.503,0.404,154.095,Alejandro Sanz
Girls On the Beach (Mono),1964,26,0.39,0.41,0.437,104.072,The Beach Boys
Убей меня,2019,55,0.609,0.789,0.79,129.997,Husky
Caney,2011,48,0.829,0.605,0.643,135.991,Azer Bülbül
Here Comes My Baby - Stereo Version,1967,50,0.559,0.28,0.893,176.202,Yusuf / Cat Stevens
It's All Over,1974,23,0.481,0.482,0.548,96.571,Ohio Players
"Haydn: Cello Concerto No. 1 in C Major, Hob. VIIb:1: III. Allegro molto",1976,24,0.21,0.506,0.541,80.992,Franz Joseph Haydn
Geçmişimi Geleceğime Şikayet Et,2008,37,0.749,0.595,0.431,155.988,No.1
¡Ay Amor!,2010,51,0.529,0.515,0.56,140.056,Flans
Locked Up,2004,41,0.579,0.818,0.354,89.987,Akon
The Sweetest Taboo - Remastered,2011,49,0.913,0.718,0.96,91.649,Sade
Mi Vida Musical,1996,23,0.495,0.77,0.977,100.748,Diomedes Diaz
Dark Hollow - Live,1981,33,0.484,0.622,0.511,91.474,Grateful Dead
Runnin,2020,83,0.626,0.819,0.415,143.01,21 Savage
轉眼(2018 自傳最終章),2018,40,0.448,0.355,0.275,167.815,Mayday
Gnossiennes: No. 1 - Lent,2002,45,0.00246,0.371,0.163,73.543,Erik Satie
Walk This Way,1975,77,0.73,0.653,0.894,108.705,Aerosmith
John the Revelator,2005,41,0.957,0.638,0.527,130.013,Depeche Mode
"Abraham, Martin & John",1997,44,0.443,0.453,0.466,94.614,Marvin Gaye
Moule el Koutche,1989,32,0.528,0.719,0.962,140.292,Khaled
My Life Has Been Saved - Remastered 2011,1995,28,0.584,0.341,0.3,204.156,Queen
